fight_details,rounds
"{'weight_class': 'Bantamweight', 'method': 'Decision - Unanimous', 'round': 5, 'time': '5:00', 'format': '5 Rnd', 'referee': 'Mike Beltran'}","{1: {'Petr Yan': {'knockdowns': 0, 'sig_str_landed': 6, 'sig_str_attempted': 6, 'sig_str_percent': 100, 'total_str': 42, 'takedowns': 0, 'head_strike_landed': 5, 'head_strike_attempts': 5, 'head_strike_percent': 1.0, 'body_strike_landed': 0, 'body_strike_attempts': 0, 'body_strike_percent': 0, 'leg_strike_landed': 1, 'leg_strike_attempts': 1, 'leg_strike_percent': 1.0, 'distance_strike_landed': 1, 'distance_strike_attempts': 1, 'distance_strike_percent': 1.0, 'clinch_strike_landed': 1, 'clinch_strike_attempts': 1, 'clinch_strike_percent': 1.0}, 'Deiveson Figueiredo': {'knockdowns': 0, 'sig_str_landed': 1, 'sig_str_attempted': 1, 'sig_str_percent': 100, 'total_str': 1, 'takedowns': 1, 'head_strike_landed': 0, 'head_strike_attempts': 0, 'head_strike_percent': 0, 'body_strike_landed': 1, 'body_strike_attempts': 1, 'body_strike_percent': 1.0, 'leg_strike_landed': 0, 'leg_strike_attempts': 0, 'leg_strike_percent': 0, 'distance_strike_landed': 1, 'distance_strike_attempts': 1, 'distance_strike_percent': 1.0, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}}, 2: {'Petr Yan': {'knockdowns': 0, 'sig_str_landed': 32, 'sig_str_attempted': 49, 'sig_str_percent': 65, 'total_str': 32, 'takedowns': 1, 'head_strike_landed': 12, 'head_strike_attempts': 26, 'head_strike_percent': 0.46, 'body_strike_landed': 6, 'body_strike_attempts': 6, 'body_strike_percent': 1.0, 'leg_strike_landed': 14, 'leg_strike_attempts': 17, 'leg_strike_percent': 0.82, 'distance_strike_landed': 31, 'distance_strike_attempts': 48, 'distance_strike_percent': 0.65, 'clinch_strike_landed': 1, 'clinch_strike_attempts': 1, 'clinch_strike_percent': 1.0}, 'Deiveson Figueiredo': {'knockdowns': 0, 'sig_str_landed': 10, 'sig_str_attempted': 30, 'sig_str_percent': 33, 'total_str': 10, 'takedowns': 0, 'head_strike_landed': 6, 'head_strike_attempts': 21, 'head_strike_percent': 0.29, 'body_strike_landed': 3, 'body_strike_attempts': 7, 'body_strike_percent': 0.43, 'leg_strike_landed': 1, 'leg_strike_attempts': 2, 'leg_strike_percent': 0.5, 'distance_strike_landed': 10, 'distance_strike_attempts': 29, 'distance_strike_percent': 0.34, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 1, 'clinch_strike_percent': 0.0}}, 3: {'Petr Yan': {'knockdowns': 0, 'sig_str_landed': 21, 'sig_str_attempted': 36, 'sig_str_percent': 58, 'total_str': 28, 'takedowns': 0, 'head_strike_landed': 16, 'head_strike_attempts': 28, 'head_strike_percent': 0.57, 'body_strike_landed': 1, 'body_strike_attempts': 3, 'body_strike_percent': 0.33, 'leg_strike_landed': 4, 'leg_strike_attempts': 5, 'leg_strike_percent': 0.8, 'distance_strike_landed': 18, 'distance_strike_attempts': 32, 'distance_strike_percent': 0.56, 'clinch_strike_landed': 2, 'clinch_strike_attempts': 2, 'clinch_strike_percent': 1.0}, 'Deiveson Figueiredo': {'knockdowns': 0, 'sig_str_landed': 13, 'sig_str_attempted': 25, 'sig_str_percent': 52, 'total_str': 13, 'takedowns': 1, 'head_strike_landed': 4, 'head_strike_attempts': 15, 'head_strike_percent': 0.27, 'body_strike_landed': 6, 'body_strike_attempts': 7, 'body_strike_percent': 0.86, 'leg_strike_landed': 3, 'leg_strike_attempts': 3, 'leg_strike_percent': 1.0, 'distance_strike_landed': 13, 'distance_strike_attempts': 25, 'distance_strike_percent': 0.52, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}}, 4: {'Petr Yan': {'knockdowns': 0, 'sig_str_landed': 25, 'sig_str_attempted': 40, 'sig_str_percent': 62, 'total_str': 50, 'takedowns': 0, 'head_strike_landed': 19, 'head_strike_attempts': 33, 'head_strike_percent': 0.58, 'body_strike_landed': 5, 'body_strike_attempts': 5, 'body_strike_percent': 1.0, 'leg_strike_landed': 1, 'leg_strike_attempts': 2, 'leg_strike_percent': 0.5, 'distance_strike_landed': 21, 'distance_strike_attempts': 35, 'distance_strike_percent': 0.6, 'clinch_strike_landed': 4, 'clinch_strike_attempts': 5, 'clinch_strike_percent': 0.8}, 'Deiveson Figueiredo': {'knockdowns': 0, 'sig_str_landed': 14, 'sig_str_attempted': 30, 'sig_str_percent': 46, 'total_str': 14, 'takedowns': 0, 'head_strike_landed': 4, 'head_strike_attempts': 15, 'head_strike_percent': 0.27, 'body_strike_landed': 8, 'body_strike_attempts': 12, 'body_strike_percent': 0.67, 'leg_strike_landed': 2, 'leg_strike_attempts': 3, 'leg_strike_percent': 0.67, 'distance_strike_landed': 12, 'distance_strike_attempts': 26, 'distance_strike_percent': 0.46, 'clinch_strike_landed': 2, 'clinch_strike_attempts': 4, 'clinch_strike_percent': 0.5}}, 5: {'Petr Yan': {'knockdowns': 0, 'sig_str_landed': 37, 'sig_str_attempted': 62, 'sig_str_percent': 59, 'total_str': 38, 'takedowns': 0, 'head_strike_landed': 26, 'head_strike_attempts': 50, 'head_strike_percent': 0.52, 'body_strike_landed': 6, 'body_strike_attempts': 7, 'body_strike_percent': 0.86, 'leg_strike_landed': 5, 'leg_strike_attempts': 5, 'leg_strike_percent': 1.0, 'distance_strike_landed': 32, 'distance_strike_attempts': 56, 'distance_strike_percent': 0.57, 'clinch_strike_landed': 5, 'clinch_strike_attempts': 6, 'clinch_strike_percent': 0.83}, 'Deiveson Figueiredo': {'knockdowns': 0, 'sig_str_landed': 15, 'sig_str_attempted': 33, 'sig_str_percent': 45, 'total_str': 15, 'takedowns': 0, 'head_strike_landed': 9, 'head_strike_attempts': 24, 'head_strike_percent': 0.38, 'body_strike_landed': 6, 'body_strike_attempts': 9, 'body_strike_percent': 0.67, 'leg_strike_landed': 0, 'leg_strike_attempts': 0, 'leg_strike_percent': 0, 'distance_strike_landed': 13, 'distance_strike_attempts': 31, 'distance_strike_percent': 0.42, 'clinch_strike_landed': 2, 'clinch_strike_attempts': 2, 'clinch_strike_percent': 1.0}}}"
"{'weight_class': 'Strawweight', 'method': 'Decision - Unanimous', 'round': 3, 'time': '5:00', 'format': '3 Rnd', 'referee': 'Marc Goddard'}","{1: {'Yan Xiaonan': {'knockdowns': 0, 'sig_str_landed': 16, 'sig_str_attempted': 40, 'sig_str_percent': 40, 'total_str': 16, 'takedowns': 0, 'head_strike_landed': 5, 'head_strike_attempts': 25, 'head_strike_percent': 0.2, 'body_strike_landed': 7, 'body_strike_attempts': 11, 'body_strike_percent': 0.64, 'leg_strike_landed': 4, 'leg_strike_attempts': 4, 'leg_strike_percent': 1.0, 'distance_strike_landed': 16, 'distance_strike_attempts': 40, 'distance_strike_percent': 0.4, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}, 'Tabatha Ricci': {'knockdowns': 0, 'sig_str_landed': 0, 'sig_str_attempted': 13, 'sig_str_percent': 0, 'total_str': 0, 'takedowns': 0, 'head_strike_landed': 0, 'head_strike_attempts': 12, 'head_strike_percent': 0.0, 'body_strike_landed': 0, 'body_strike_attempts': 0, 'body_strike_percent': 0, 'leg_strike_landed': 0, 'leg_strike_attempts': 1, 'leg_strike_percent': 0.0, 'distance_strike_landed': 0, 'distance_strike_attempts': 13, 'distance_strike_percent': 0.0, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}}, 2: {'Yan Xiaonan': {'knockdowns': 0, 'sig_str_landed': 25, 'sig_str_attempted': 54, 'sig_str_percent': 46, 'total_str': 34, 'takedowns': 0, 'head_strike_landed': 16, 'head_strike_attempts': 40, 'head_strike_percent': 0.4, 'body_strike_landed': 7, 'body_strike_attempts': 11, 'body_strike_percent': 0.64, 'leg_strike_landed': 2, 'leg_strike_attempts': 3, 'leg_strike_percent': 0.67, 'distance_strike_landed': 25, 'distance_strike_attempts': 53, 'distance_strike_percent': 0.47, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 1, 'clinch_strike_percent': 0.0}, 'Tabatha Ricci': {'knockdowns': 0, 'sig_str_landed': 8, 'sig_str_attempted': 30, 'sig_str_percent': 26, 'total_str': 10, 'takedowns': 1, 'head_strike_landed': 3, 'head_strike_attempts': 21, 'head_strike_percent': 0.14, 'body_strike_landed': 1, 'body_strike_attempts': 3, 'body_strike_percent': 0.33, 'leg_strike_landed': 4, 'leg_strike_attempts': 6, 'leg_strike_percent': 0.67, 'distance_strike_landed': 8, 'distance_strike_attempts': 29, 'distance_strike_percent': 0.28, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 1, 'clinch_strike_percent': 0.0}}, 3: {'Yan Xiaonan': {'knockdowns': 0, 'sig_str_landed': 37, 'sig_str_attempted': 67, 'sig_str_percent': 55, 'total_str': 39, 'takedowns': 0, 'head_strike_landed': 24, 'head_strike_attempts': 53, 'head_strike_percent': 0.45, 'body_strike_landed': 11, 'body_strike_attempts': 12, 'body_strike_percent': 0.92, 'leg_strike_landed': 2, 'leg_strike_attempts': 2, 'leg_strike_percent': 1.0, 'distance_strike_landed': 36, 'distance_strike_attempts': 66, 'distance_strike_percent': 0.55, 'clinch_strike_landed': 1, 'clinch_strike_attempts': 1, 'clinch_strike_percent': 1.0}, 'Tabatha Ricci': {'knockdowns': 0, 'sig_str_landed': 7, 'sig_str_attempted': 60, 'sig_str_percent': 11, 'total_str': 7, 'takedowns': 0, 'head_strike_landed': 5, 'head_strike_attempts': 52, 'head_strike_percent': 0.1, 'body_strike_landed': 0, 'body_strike_attempts': 1, 'body_strike_percent': 0.0, 'leg_strike_landed': 2, 'leg_strike_attempts': 7, 'leg_strike_percent': 0.29, 'distance_strike_landed': 7, 'distance_strike_attempts': 59, 'distance_strike_percent': 0.12, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 1, 'clinch_strike_percent': 0.0}}}"
"{'weight_class': 'Welterweight', 'method': 'KO/TKO', 'round': 1, 'time': '3:49', 'format': '3 Rnd', 'referee': 'Mark Craig'}","{1: {'Song Kenan': {'knockdowns': 0, 'sig_str_landed': 9, 'sig_str_attempted': 21, 'sig_str_percent': 42, 'total_str': 11, 'takedowns': 0, 'head_strike_landed': 4, 'head_strike_attempts': 15, 'head_strike_percent': 0.27, 'body_strike_landed': 1, 'body_strike_attempts': 2, 'body_strike_percent': 0.5, 'leg_strike_landed': 4, 'leg_strike_attempts': 4, 'leg_strike_percent': 1.0, 'distance_strike_landed': 8, 'distance_strike_attempts': 20, 'distance_strike_percent': 0.4, 'clinch_strike_landed': 1, 'clinch_strike_attempts': 1, 'clinch_strike_percent': 1.0}, 'Muslim Salikhov': {'knockdowns': 1, 'sig_str_landed': 20, 'sig_str_attempted': 28, 'sig_str_percent': 71, 'total_str': 20, 'takedowns': 0, 'head_strike_landed': 7, 'head_strike_attempts': 14, 'head_strike_percent': 0.5, 'body_strike_landed': 3, 'body_strike_attempts': 4, 'body_strike_percent': 0.75, 'leg_strike_landed': 10, 'leg_strike_attempts': 10, 'leg_strike_percent': 1.0, 'distance_strike_landed': 19, 'distance_strike_attempts': 27, 'distance_strike_percent': 0.7, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}}}"
"{'weight_class': 'Flyweight', 'method': 'Submission', 'round': 2, 'time': '3:49', 'format': '3 Rnd', 'referee': 'Marc Goddard'}","{1: {'Wang Cong': {'knockdowns': 0, 'sig_str_landed': 23, 'sig_str_attempted': 56, 'sig_str_percent': 41, 'total_str': 25, 'takedowns': 0, 'head_strike_landed': 7, 'head_strike_attempts': 30, 'head_strike_percent': 0.23, 'body_strike_landed': 12, 'body_strike_attempts': 19, 'body_strike_percent': 0.63, 'leg_strike_landed': 4, 'leg_strike_attempts': 7, 'leg_strike_percent': 0.57, 'distance_strike_landed': 23, 'distance_strike_attempts': 56, 'distance_strike_percent': 0.41, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}, 'Gabriella Fernandes': {'knockdowns': 0, 'sig_str_landed': 6, 'sig_str_attempted': 26, 'sig_str_percent': 23, 'total_str': 7, 'takedowns': 0, 'head_strike_landed': 5, 'head_strike_attempts': 22, 'head_strike_percent': 0.23, 'body_strike_landed': 0, 'body_strike_attempts': 1, 'body_strike_percent': 0.0, 'leg_strike_landed': 1, 'leg_strike_attempts': 3, 'leg_strike_percent': 0.33, 'distance_strike_landed': 6, 'distance_strike_attempts': 26, 'distance_strike_percent': 0.23, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}}, 2: {'Wang Cong': {'knockdowns': 0, 'sig_str_landed': 23, 'sig_str_attempted': 55, 'sig_str_percent': 41, 'total_str': 23, 'takedowns': 0, 'head_strike_landed': 8, 'head_strike_attempts': 36, 'head_strike_percent': 0.22, 'body_strike_landed': 9, 'body_strike_attempts': 13, 'body_strike_percent': 0.69, 'leg_strike_landed': 6, 'leg_strike_attempts': 6, 'leg_strike_percent': 1.0, 'distance_strike_landed': 23, 'distance_strike_attempts': 55, 'distance_strike_percent': 0.42, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}, 'Gabriella Fernandes': {'knockdowns': 1, 'sig_str_landed': 12, 'sig_str_attempted': 33, 'sig_str_percent': 36, 'total_str': 12, 'takedowns': 0, 'head_strike_landed': 8, 'head_strike_attempts': 28, 'head_strike_percent': 0.29, 'body_strike_landed': 2, 'body_strike_attempts': 2, 'body_strike_percent': 1.0, 'leg_strike_landed': 2, 'leg_strike_attempts': 3, 'leg_strike_percent': 0.67, 'distance_strike_landed': 12, 'distance_strike_attempts': 32, 'distance_strike_percent': 0.38, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}}}"
"{'weight_class': 'Light Heavyweight', 'method': 'Decision - Unanimous', 'round': 3, 'time': '5:00', 'format': '3 Rnd', 'referee': 'Mike Beltran'}","{1: {'Volkan Oezdemir': {'knockdowns': 0, 'sig_str_landed': 29, 'sig_str_attempted': 51, 'sig_str_percent': 56, 'total_str': 29, 'takedowns': 0, 'head_strike_landed': 12, 'head_strike_attempts': 30, 'head_strike_percent': 0.4, 'body_strike_landed': 8, 'body_strike_attempts': 12, 'body_strike_percent': 0.67, 'leg_strike_landed': 9, 'leg_strike_attempts': 9, 'leg_strike_percent': 1.0, 'distance_strike_landed': 28, 'distance_strike_attempts': 50, 'distance_strike_percent': 0.56, 'clinch_strike_landed': 1, 'clinch_strike_attempts': 1, 'clinch_strike_percent': 1.0}, 'Carlos Ulberg': {'knockdowns': 0, 'sig_str_landed': 24, 'sig_str_attempted': 60, 'sig_str_percent': 40, 'total_str': 24, 'takedowns': 0, 'head_strike_landed': 18, 'head_strike_attempts': 51, 'head_strike_percent': 0.35, 'body_strike_landed': 3, 'body_strike_attempts': 5, 'body_strike_percent': 0.6, 'leg_strike_landed': 3, 'leg_strike_attempts': 4, 'leg_strike_percent': 0.75, 'distance_strike_landed': 24, 'distance_strike_attempts': 60, 'distance_strike_percent': 0.4, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}}, 2: {'Volkan Oezdemir': {'knockdowns': 0, 'sig_str_landed': 28, 'sig_str_attempted': 59, 'sig_str_percent': 47, 'total_str': 28, 'takedowns': 0, 'head_strike_landed': 11, 'head_strike_attempts': 40, 'head_strike_percent': 0.28, 'body_strike_landed': 4, 'body_strike_attempts': 6, 'body_strike_percent': 0.67, 'leg_strike_landed': 13, 'leg_strike_attempts': 13, 'leg_strike_percent': 1.0, 'distance_strike_landed': 28, 'distance_strike_attempts': 59, 'distance_strike_percent': 0.47, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}, 'Carlos Ulberg': {'knockdowns': 0, 'sig_str_landed': 29, 'sig_str_attempted': 60, 'sig_str_percent': 48, 'total_str': 29, 'takedowns': 0, 'head_strike_landed': 23, 'head_strike_attempts': 53, 'head_strike_percent': 0.43, 'body_strike_landed': 2, 'body_strike_attempts': 3, 'body_strike_percent': 0.67, 'leg_strike_landed': 4, 'leg_strike_attempts': 4, 'leg_strike_percent': 1.0, 'distance_strike_landed': 29, 'distance_strike_attempts': 60, 'distance_strike_percent': 0.48, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}}, 3: {'Volkan Oezdemir': {'knockdowns': 0, 'sig_str_landed': 39, 'sig_str_attempted': 73, 'sig_str_percent': 53, 'total_str': 39, 'takedowns': 0, 'head_strike_landed': 28, 'head_strike_attempts': 61, 'head_strike_percent': 0.46, 'body_strike_landed': 5, 'body_strike_attempts': 6, 'body_strike_percent': 0.83, 'leg_strike_landed': 6, 'leg_strike_attempts': 6, 'leg_strike_percent': 1.0, 'distance_strike_landed': 39, 'distance_strike_attempts': 73, 'distance_strike_percent': 0.53, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}, 'Carlos Ulberg': {'knockdowns': 0, 'sig_str_landed': 45, 'sig_str_attempted': 84, 'sig_str_percent': 53, 'total_str': 45, 'takedowns': 0, 'head_strike_landed': 40, 'head_strike_attempts': 78, 'head_strike_percent': 0.51, 'body_strike_landed': 4, 'body_strike_attempts': 5, 'body_strike_percent': 0.8, 'leg_strike_landed': 1, 'leg_strike_attempts': 1, 'leg_strike_percent': 1.0, 'distance_strike_landed': 45, 'distance_strike_attempts': 84, 'distance_strike_percent': 0.54, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}}}"
"{'weight_class': 'Light Heavyweight', 'method': 'KO/TKO', 'round': 1, 'time': '2:25', 'format': '3 Rnd', 'referee': 'Kevin Sataki'}","{1: {'Zhang Mingyang': {'knockdowns': 1, 'sig_str_landed': 17, 'sig_str_attempted': 34, 'sig_str_percent': 50, 'total_str': 19, 'takedowns': 0, 'head_strike_landed': 9, 'head_strike_attempts': 24, 'head_strike_percent': 0.38, 'body_strike_landed': 2, 'body_strike_attempts': 4, 'body_strike_percent': 0.5, 'leg_strike_landed': 6, 'leg_strike_attempts': 6, 'leg_strike_percent': 1.0, 'distance_strike_landed': 15, 'distance_strike_attempts': 26, 'distance_strike_percent': 0.58, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}, 'Ozzy Diaz': {'knockdowns': 0, 'sig_str_landed': 9, 'sig_str_attempted': 12, 'sig_str_percent': 75, 'total_str': 9, 'takedowns': 0, 'head_strike_landed': 4, 'head_strike_attempts': 7, 'head_strike_percent': 0.57, 'body_strike_landed': 5, 'body_strike_attempts': 5, 'body_strike_percent': 1.0, 'leg_strike_landed': 0, 'leg_strike_attempts': 0, 'leg_strike_percent': 0, 'distance_strike_landed': 9, 'distance_strike_attempts': 12, 'distance_strike_percent': 0.75, 'clinch_strike_landed': 0, 'clinch_strike_attempts': 0, 'clinch_strike_percent': 0}}}"
